"X","participant","gender","age","language","logical_training","trial_type","card_type","guess_type","card","guess","response","aim","comments","response_type"
1753,"anon80","male",63,"English ","No","X_XorY","X","XorY","ele","catorele","right","Perceptions of choices ","No issues","quatenary"
1754,"anon80","male",63,"English ","No","X_X","X","X","dog","dog","right","Perceptions of choices ","No issues","quatenary"
1755,"anon80","male",63,"English ","No","XY_XorY","XY","XorY","catele","catorele","right","Perceptions of choices ","No issues","quatenary"
1756,"anon80","male",63,"English ","No","X_XandY","X","XandY","dog","dogandele","kinda right","Perceptions of choices ","No issues","quatenary"
1757,"anon80","male",63,"English ","No","X_XandY","X","XandY","ele","catandele","kinda right","Perceptions of choices ","No issues","quatenary"
1758,"anon80","male",63,"English ","No","X_X","X","X","ele","ele","right","Perceptions of choices ","No issues","quatenary"
1759,"anon80","male",63,"English ","No","XY_Z","XY","Z","dogele","cat","wrong","Perceptions of choices ","No issues","quatenary"
1760,"anon80","male",63,"English ","No","XY_X","XY","X","catdog","cat","kinda right","Perceptions of choices ","No issues","quatenary"
1761,"anon80","male",63,"English ","No","XY_Z","XY","Z","catdog","ele","wrong","Perceptions of choices ","No issues","quatenary"
1762,"anon80","male",63,"English ","No","X_Z","X","Z","cat","ele","wrong","Perceptions of choices ","No issues","quatenary"
1763,"anon80","male",63,"English ","No","X_X","X","X","cat","cat","right","Perceptions of choices ","No issues","quatenary"
1764,"anon80","male",63,"English ","No","XY_X","XY","X","catele","ele","kinda right","Perceptions of choices ","No issues","quatenary"
1765,"anon80","male",63,"English ","No","XY_XorY","XY","XorY","catdog","catordog","right","Perceptions of choices ","No issues","quatenary"
1766,"anon80","male",63,"English ","No","XY_XandY","XY","XandY","dogele","dogandele","right","Perceptions of choices ","No issues","quatenary"
1767,"anon80","male",63,"English ","No","XY_X","XY","X","dogele","ele","kinda right","Perceptions of choices ","No issues","quatenary"
1768,"anon80","male",63,"English ","No","XY_XandY","XY","XandY","catdog","catanddog","right","Perceptions of choices ","No issues","quatenary"
1769,"anon80","male",63,"English ","No","X_Z","X","Z","dog","ele","wrong","Perceptions of choices ","No issues","quatenary"
1770,"anon80","male",63,"English ","No","X_Z","X","Z","dog","cat","wrong","Perceptions of choices ","No issues","quatenary"
1771,"anon80","male",63,"English ","No","XY_XandY","XY","XandY","catele","catandele","right","Perceptions of choices ","No issues","quatenary"
1772,"anon80","male",63,"English ","No","X_XorY","X","XorY","cat","catorele","wrong","Perceptions of choices ","No issues","quatenary"
1773,"anon80","male",63,"English ","No","XY_Z","XY","Z","catele","dog","wrong","Perceptions of choices ","No issues","quatenary"
1774,"anon80","male",63,"English ","No","X_XandY","X","XandY","cat","catanddog","kinda wrong","Perceptions of choices ","No issues","quatenary"
1775,"anon80","male",63,"English ","No","XY_XorY","XY","XorY","dogele","dogorele","right","Perceptions of choices ","No issues","quatenary"
1776,"anon80","male",63,"English ","No","X_XorY","X","XorY","ele","dogorele","right","Perceptions of choices ","No issues","quatenary"
1825,"anon83","female",29,"english","No","X_XorY","X","XorY","dog","catordog","right","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1826,"anon83","female",29,"english","No","XY_X","XY","X","dogele","ele","right","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1827,"anon83","female",29,"english","No","XY_Z","XY","Z","catele","dog","wrong","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1828,"anon83","female",29,"english","No","XY_XandY","XY","XandY","dogele","dogandele","right","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1829,"anon83","female",29,"english","No","X_XorY","X","XorY","cat","catordog","right","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1830,"anon83","female",29,"english","No","XY_Z","XY","Z","catdog","ele","wrong","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1831,"anon83","female",29,"english","No","XY_Z","XY","Z","dogele","cat","wrong","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1832,"anon83","female",29,"english","No","XY_XandY","XY","XandY","catdog","catanddog","right","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1833,"anon83","female",29,"english","No","X_Z","X","Z","ele","dog","wrong","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1834,"anon83","female",29,"english","No","X_XandY","X","XandY","cat","catandele","wrong","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1835,"anon83","female",29,"english","No","X_X","X","X","ele","ele","right","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1836,"anon83","female",29,"english","No","X_Z","X","Z","dog","cat","wrong","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1837,"anon83","female",29,"english","No","XY_XorY","XY","XorY","catele","catorele","right","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1838,"anon83","female",29,"english","No","X_Z","X","Z","ele","cat","wrong","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1839,"anon83","female",29,"english","No","X_XorY","X","XorY","cat","catorele","right","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1840,"anon83","female",29,"english","No","X_X","X","X","dog","dog","right","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1841,"anon83","female",29,"english","No","X_XandY","X","XandY","dog","catanddog","wrong","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1842,"anon83","female",29,"english","No","XY_XorY","XY","XorY","catdog","catordog","right","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1843,"anon83","female",29,"english","No","XY_X","XY","X","catdog","dog","right","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1844,"anon83","female",29,"english","No","X_XandY","X","XandY","ele","catandele","wrong","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1845,"anon83","female",29,"english","No","X_X","X","X","cat","cat","right","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1846,"anon83","female",29,"english","No","XY_XorY","XY","XorY","dogele","dogorele","right","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1847,"anon83","female",29,"english","No","XY_XandY","XY","XandY","catele","catandele","right","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1848,"anon83","female",29,"english","No","XY_X","XY","X","catele","ele","right","Logical reasoning?","No issues, I tended to say yes even when there was OR, because it still felt like his answer was more or less correct.","binary"
1849,"anon84","male",25,"English","Yes","X_X","X","X","dog","dog","right","It was about perceptions.","no","quatenary"
1850,"anon84","male",25,"English","Yes","XY_X","XY","X","catele","cat","kinda right","It was about perceptions.","no","quatenary"
1851,"anon84","male",25,"English","Yes","X_X","X","X","cat","cat","right","It was about perceptions.","no","quatenary"
1852,"anon84","male",25,"English","Yes","X_XorY","X","XorY","cat","catordog","kinda wrong","It was about perceptions.","no","quatenary"
1853,"anon84","male",25,"English","Yes","X_XandY","X","XandY","ele","catandele","wrong","It was about perceptions.","no","quatenary"
1854,"anon84","male",25,"English","Yes","XY_Z","XY","Z","dogele","cat","wrong","It was about perceptions.","no","quatenary"
1855,"anon84","male",25,"English","Yes","XY_XandY","XY","XandY","catele","catandele","right","It was about perceptions.","no","quatenary"
1856,"anon84","male",25,"English","Yes","XY_Z","XY","Z","catdog","ele","wrong","It was about perceptions.","no","quatenary"
1857,"anon84","male",25,"English","Yes","XY_X","XY","X","dogele","ele","kinda right","It was about perceptions.","no","quatenary"
1858,"anon84","male",25,"English","Yes","XY_XorY","XY","XorY","dogele","dogorele","wrong","It was about perceptions.","no","quatenary"
1859,"anon84","male",25,"English","Yes","XY_XandY","XY","XandY","dogele","dogandele","right","It was about perceptions.","no","quatenary"
1860,"anon84","male",25,"English","Yes","X_Z","X","Z","ele","cat","wrong","It was about perceptions.","no","quatenary"
1861,"anon84","male",25,"English","Yes","XY_Z","XY","Z","catele","dog","wrong","It was about perceptions.","no","quatenary"
1862,"anon84","male",25,"English","Yes","X_Z","X","Z","dog","cat","wrong","It was about perceptions.","no","quatenary"
1863,"anon84","male",25,"English","Yes","XY_X","XY","X","dogele","dog","kinda right","It was about perceptions.","no","quatenary"
1864,"anon84","male",25,"English","Yes","X_XandY","X","XandY","ele","dogandele","kinda wrong","It was about perceptions.","no","quatenary"
1865,"anon84","male",25,"English","Yes","X_XorY","X","XorY","dog","catordog","kinda right","It was about perceptions.","no","quatenary"
1866,"anon84","male",25,"English","Yes","X_XandY","X","XandY","dog","dogandele","wrong","It was about perceptions.","no","quatenary"
1867,"anon84","male",25,"English","Yes","X_Z","X","Z","cat","ele","wrong","It was about perceptions.","no","quatenary"
1868,"anon84","male",25,"English","Yes","XY_XandY","XY","XandY","catdog","catanddog","right","It was about perceptions.","no","quatenary"
1869,"anon84","male",25,"English","Yes","XY_XorY","XY","XorY","catdog","catordog","kinda wrong","It was about perceptions.","no","quatenary"
1870,"anon84","male",25,"English","Yes","X_XorY","X","XorY","ele","catorele","kinda right","It was about perceptions.","no","quatenary"
1871,"anon84","male",25,"English","Yes","XY_XorY","XY","XorY","catele","catorele","kinda right","It was about perceptions.","no","quatenary"
1872,"anon84","male",25,"English","Yes","X_X","X","X","ele","ele","right","It was about perceptions.","no","quatenary"
1897,"anon86","female",21,"English","No","XY_Z","XY","Z","dogele","cat","wrong","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1898,"anon86","female",21,"English","No","X_X","X","X","cat","cat","right","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1899,"anon86","female",21,"English","No","XY_XorY","XY","XorY","catele","catorele","right","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1900,"anon86","female",21,"English","No","XY_X","XY","X","catdog","dog","wrong","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1901,"anon86","female",21,"English","No","X_XorY","X","XorY","cat","catorele","right","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1902,"anon86","female",21,"English","No","XY_Z","XY","Z","catdog","ele","wrong","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1903,"anon86","female",21,"English","No","XY_Z","XY","Z","catele","dog","wrong","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1904,"anon86","female",21,"English","No","X_XandY","X","XandY","dog","dogandele","kinda wrong","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1905,"anon86","female",21,"English","No","XY_XandY","XY","XandY","catele","catandele","right","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1906,"anon86","female",21,"English","No","X_XorY","X","XorY","dog","dogorele","kinda right","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1907,"anon86","female",21,"English","No","XY_XandY","XY","XandY","catdog","catanddog","wrong","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1908,"anon86","female",21,"English","No","X_XandY","X","XandY","cat","catanddog","wrong","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1909,"anon86","female",21,"English","No","X_X","X","X","dog","dog","right","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1910,"anon86","female",21,"English","No","X_XandY","X","XandY","ele","dogandele","wrong","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1911,"anon86","female",21,"English","No","XY_XorY","XY","XorY","catdog","catordog","right","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1912,"anon86","female",21,"English","No","X_XorY","X","XorY","dog","catordog","right","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1913,"anon86","female",21,"English","No","XY_X","XY","X","catele","cat","right","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1914,"anon86","female",21,"English","No","XY_X","XY","X","catdog","cat","right","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1915,"anon86","female",21,"English","No","X_Z","X","Z","ele","cat","wrong","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1916,"anon86","female",21,"English","No","X_Z","X","Z","cat","ele","wrong","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1917,"anon86","female",21,"English","No","XY_XorY","XY","XorY","dogele","dogorele","right","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1918,"anon86","female",21,"English","No","X_Z","X","Z","cat","dog","wrong","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1919,"anon86","female",21,"English","No","XY_XandY","XY","XandY","dogele","dogandele","right","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1920,"anon86","female",21,"English","No","X_X","X","X","ele","ele","right","To see how people interpret statements that could be seen in multiple ways","","quatenary"
1921,"anon88","female",28,"English","No","XY_Z","XY","Z","dogele","cat","wrong","to see what i think a lie is","no issues","quatenary"
1922,"anon88","female",28,"English","No","XY_XandY","XY","XandY","catdog","catanddog","right","to see what i think a lie is","no issues","quatenary"
1923,"anon88","female",28,"English","No","X_X","X","X","cat","cat","right","to see what i think a lie is","no issues","quatenary"
1924,"anon88","female",28,"English","No","X_XorY","X","XorY","ele","dogorele","kinda right","to see what i think a lie is","no issues","quatenary"
1925,"anon88","female",28,"English","No","XY_Z","XY","Z","catele","dog","wrong","to see what i think a lie is","no issues","quatenary"
1926,"anon88","female",28,"English","No","XY_XandY","XY","XandY","catele","catandele","right","to see what i think a lie is","no issues","quatenary"
1927,"anon88","female",28,"English","No","X_XorY","X","XorY","dog","dogorele","kinda right","to see what i think a lie is","no issues","quatenary"
1928,"anon88","female",28,"English","No","X_Z","X","Z","ele","dog","wrong","to see what i think a lie is","no issues","quatenary"
1929,"anon88","female",28,"English","No","X_XandY","X","XandY","dog","catanddog","wrong","to see what i think a lie is","no issues","quatenary"
1930,"anon88","female",28,"English","No","X_XandY","X","XandY","ele","catandele","wrong","to see what i think a lie is","no issues","quatenary"
1931,"anon88","female",28,"English","No","XY_X","XY","X","catele","cat","right","to see what i think a lie is","no issues","quatenary"
1932,"anon88","female",28,"English","No","X_X","X","X","dog","dog","right","to see what i think a lie is","no issues","quatenary"
1933,"anon88","female",28,"English","No","X_Z","X","Z","dog","cat","wrong","to see what i think a lie is","no issues","quatenary"
1934,"anon88","female",28,"English","No","X_XorY","X","XorY","ele","catorele","right","to see what i think a lie is","no issues","quatenary"
1935,"anon88","female",28,"English","No","XY_XandY","XY","XandY","dogele","dogandele","right","to see what i think a lie is","no issues","quatenary"
1936,"anon88","female",28,"English","No","X_XandY","X","XandY","cat","catanddog","wrong","to see what i think a lie is","no issues","quatenary"
1937,"anon88","female",28,"English","No","XY_XorY","XY","XorY","catele","catorele","kinda wrong","to see what i think a lie is","no issues","quatenary"
1938,"anon88","female",28,"English","No","XY_X","XY","X","dogele","dog","right","to see what i think a lie is","no issues","quatenary"
1939,"anon88","female",28,"English","No","XY_XorY","XY","XorY","catdog","catordog","kinda right","to see what i think a lie is","no issues","quatenary"
1940,"anon88","female",28,"English","No","X_Z","X","Z","cat","dog","wrong","to see what i think a lie is","no issues","quatenary"
1941,"anon88","female",28,"English","No","XY_X","XY","X","dogele","ele","right","to see what i think a lie is","no issues","quatenary"
1942,"anon88","female",28,"English","No","X_X","X","X","ele","ele","right","to see what i think a lie is","no issues","quatenary"
1943,"anon88","female",28,"English","No","XY_Z","XY","Z","catdog","ele","wrong","to see what i think a lie is","no issues","quatenary"
1944,"anon88","female",28,"English","No","XY_XorY","XY","XorY","dogele","dogorele","kinda wrong","to see what i think a lie is","no issues","quatenary"
1945,"anon89","male",56,"ENGLISH","No","X_X","X","X","ele","ele","right","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1946,"anon89","male",56,"ENGLISH","No","XY_X","XY","X","catdog","dog","kinda right","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1947,"anon89","male",56,"ENGLISH","No","X_XorY","X","XorY","cat","catordog","wrong","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1948,"anon89","male",56,"ENGLISH","No","X_X","X","X","cat","cat","right","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1949,"anon89","male",56,"ENGLISH","No","XY_XorY","XY","XorY","catele","catorele","kinda right","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1950,"anon89","male",56,"ENGLISH","No","X_XorY","X","XorY","ele","dogorele","kinda right","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1951,"anon89","male",56,"ENGLISH","No","XY_Z","XY","Z","catdog","ele","wrong","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1952,"anon89","male",56,"ENGLISH","No","XY_XandY","XY","XandY","catele","catandele","kinda right","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1953,"anon89","male",56,"ENGLISH","No","X_X","X","X","dog","dog","right","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1954,"anon89","male",56,"ENGLISH","No","X_XorY","X","XorY","dog","catordog","kinda right","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1955,"anon89","male",56,"ENGLISH","No","XY_X","XY","X","dogele","ele","kinda right","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1956,"anon89","male",56,"ENGLISH","No","X_Z","X","Z","cat","ele","wrong","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1957,"anon89","male",56,"ENGLISH","No","XY_Z","XY","Z","catele","dog","wrong","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1958,"anon89","male",56,"ENGLISH","No","XY_Z","XY","Z","dogele","cat","wrong","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1959,"anon89","male",56,"ENGLISH","No","X_Z","X","Z","cat","dog","wrong","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1960,"anon89","male",56,"ENGLISH","No","XY_XorY","XY","XorY","catdog","catordog","kinda right","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1961,"anon89","male",56,"ENGLISH","No","XY_X","XY","X","catele","cat","kinda right","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1962,"anon89","male",56,"ENGLISH","No","XY_XorY","XY","XorY","dogele","dogorele","kinda right","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1963,"anon89","male",56,"ENGLISH","No","XY_XandY","XY","XandY","catdog","catanddog","kinda right","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1964,"anon89","male",56,"ENGLISH","No","X_XandY","X","XandY","cat","catandele","wrong","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1965,"anon89","male",56,"ENGLISH","No","X_XandY","X","XandY","dog","catanddog","wrong","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1966,"anon89","male",56,"ENGLISH","No","XY_XandY","XY","XandY","dogele","dogandele","right","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1967,"anon89","male",56,"ENGLISH","No","X_XandY","X","XandY","dog","dogandele","wrong","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1968,"anon89","male",56,"ENGLISH","No","X_Z","X","Z","dog","cat","wrong","using conjuntive words and logic. i may not realized the cards again at first","n/a","quatenary"
1969,"anon90","female",36,"English","No","X_XorY","X","XorY","ele","dogorele","right","determining how people interrupt correctness","","binary"
1970,"anon90","female",36,"English","No","X_X","X","X","cat","cat","right","determining how people interrupt correctness","","binary"
1971,"anon90","female",36,"English","No","X_XorY","X","XorY","dog","dogorele","right","determining how people interrupt correctness","","binary"
1972,"anon90","female",36,"English","No","XY_XorY","XY","XorY","catdog","catordog","wrong","determining how people interrupt correctness","","binary"
1973,"anon90","female",36,"English","No","XY_Z","XY","Z","dogele","cat","wrong","determining how people interrupt correctness","","binary"
1974,"anon90","female",36,"English","No","X_XorY","X","XorY","cat","catordog","right","determining how people interrupt correctness","","binary"
1975,"anon90","female",36,"English","No","X_Z","X","Z","dog","ele","wrong","determining how people interrupt correctness","","binary"
1976,"anon90","female",36,"English","No","X_XandY","X","XandY","cat","catandele","wrong","determining how people interrupt correctness","","binary"
1977,"anon90","female",36,"English","No","XY_X","XY","X","catdog","dog","wrong","determining how people interrupt correctness","","binary"
1978,"anon90","female",36,"English","No","X_X","X","X","ele","ele","right","determining how people interrupt correctness","","binary"
1979,"anon90","female",36,"English","No","X_XandY","X","XandY","ele","dogandele","wrong","determining how people interrupt correctness","","binary"
1980,"anon90","female",36,"English","No","XY_XandY","XY","XandY","dogele","dogandele","right","determining how people interrupt correctness","","binary"
1981,"anon90","female",36,"English","No","X_X","X","X","dog","dog","right","determining how people interrupt correctness","","binary"
1982,"anon90","female",36,"English","No","XY_XorY","XY","XorY","dogele","dogorele","wrong","determining how people interrupt correctness","","binary"
1983,"anon90","female",36,"English","No","XY_XandY","XY","XandY","catele","catandele","right","determining how people interrupt correctness","","binary"
1984,"anon90","female",36,"English","No","X_Z","X","Z","ele","cat","wrong","determining how people interrupt correctness","","binary"
1985,"anon90","female",36,"English","No","XY_XorY","XY","XorY","catele","catorele","wrong","determining how people interrupt correctness","","binary"
1986,"anon90","female",36,"English","No","XY_Z","XY","Z","catdog","ele","wrong","determining how people interrupt correctness","","binary"
1987,"anon90","female",36,"English","No","XY_XandY","XY","XandY","catdog","catanddog","right","determining how people interrupt correctness","","binary"
1988,"anon90","female",36,"English","No","XY_X","XY","X","catele","cat","wrong","determining how people interrupt correctness","","binary"
1989,"anon90","female",36,"English","No","XY_Z","XY","Z","catele","dog","wrong","determining how people interrupt correctness","","binary"
1990,"anon90","female",36,"English","No","X_Z","X","Z","cat","ele","wrong","determining how people interrupt correctness","","binary"
1991,"anon90","female",36,"English","No","X_XandY","X","XandY","dog","catanddog","wrong","determining how people interrupt correctness","","binary"
1992,"anon90","female",36,"English","No","XY_X","XY","X","dogele","ele","wrong","determining how people interrupt correctness","","binary"
1993,"anon91","female",33,"english","No","XY_X","XY","X","dogele","dog","right","using the words and/or in sentence ","","ternary"
1994,"anon91","female",33,"english","No","X_Z","X","Z","dog","cat","wrong","using the words and/or in sentence ","","ternary"
1995,"anon91","female",33,"english","No","X_XorY","X","XorY","dog","dogorele","right","using the words and/or in sentence ","","ternary"
1996,"anon91","female",33,"english","No","X_XorY","X","XorY","ele","catorele","right","using the words and/or in sentence ","","ternary"
1997,"anon91","female",33,"english","No","X_XandY","X","XandY","cat","catandele","right","using the words and/or in sentence ","","ternary"
1998,"anon91","female",33,"english","No","X_Z","X","Z","cat","dog","wrong","using the words and/or in sentence ","","ternary"
1999,"anon91","female",33,"english","No","X_X","X","X","dog","dog","right","using the words and/or in sentence ","","ternary"
2000,"anon91","female",33,"english","No","X_XandY","X","XandY","cat","catanddog","neiter","using the words and/or in sentence ","","ternary"
2001,"anon91","female",33,"english","No","X_XandY","X","XandY","dog","catanddog","wrong","using the words and/or in sentence ","","ternary"
2002,"anon91","female",33,"english","No","XY_XorY","XY","XorY","catele","catorele","right","using the words and/or in sentence ","","ternary"
2003,"anon91","female",33,"english","No","XY_XandY","XY","XandY","catele","catandele","right","using the words and/or in sentence ","","ternary"
2004,"anon91","female",33,"english","No","XY_Z","XY","Z","catdog","ele","wrong","using the words and/or in sentence ","","ternary"
2005,"anon91","female",33,"english","No","XY_XorY","XY","XorY","catdog","catordog","right","using the words and/or in sentence ","","ternary"
2006,"anon91","female",33,"english","No","XY_Z","XY","Z","catele","dog","wrong","using the words and/or in sentence ","","ternary"
2007,"anon91","female",33,"english","No","X_Z","X","Z","cat","ele","wrong","using the words and/or in sentence ","","ternary"
2008,"anon91","female",33,"english","No","X_X","X","X","ele","ele","right","using the words and/or in sentence ","","ternary"
2009,"anon91","female",33,"english","No","XY_X","XY","X","catele","cat","right","using the words and/or in sentence ","","ternary"
2010,"anon91","female",33,"english","No","XY_XandY","XY","XandY","dogele","dogandele","right","using the words and/or in sentence ","","ternary"
2011,"anon91","female",33,"english","No","XY_XandY","XY","XandY","catdog","catanddog","right","using the words and/or in sentence ","","ternary"
2012,"anon91","female",33,"english","No","XY_Z","XY","Z","dogele","cat","wrong","using the words and/or in sentence ","","ternary"
2013,"anon91","female",33,"english","No","XY_XorY","XY","XorY","dogele","dogorele","right","using the words and/or in sentence ","","ternary"
2014,"anon91","female",33,"english","No","XY_X","XY","X","catdog","dog","right","using the words and/or in sentence ","","ternary"
2015,"anon91","female",33,"english","No","X_XorY","X","XorY","dog","catordog","right","using the words and/or in sentence ","","ternary"
2016,"anon91","female",33,"english","No","X_X","X","X","cat","cat","right","using the words and/or in sentence ","","ternary"
2017,"anon92","male",41,"english","No","X_XorY","X","XorY","dog","dogorele","right","im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.","","binary"
2018,"anon92","male",41,"english","No","XY_XandY","XY","XandY","catdog","catanddog","right","im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.","","binary"
2019,"anon92","male",41,"english","No","X_XorY","X","XorY","cat","catorele","right","im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.","","binary"
2020,"anon92","male",41,"english","No","XY_X","XY","X","catele","ele","right","im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.","","binary"
2021,"anon92","male",41,"english","No","XY_XorY","XY","XorY","dogele","dogorele","right","im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.","","binary"
2022,"anon92","male",41,"english","No","XY_Z","XY","Z","dogele","cat","wrong","im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.","","binary"
2023,"anon92","male",41,"english","No","X_Z","X","Z","cat","dog","wrong","im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.","","binary"
2024,"anon92","male",41,"english","No","X_X","X","X","dog","dog","right","im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.","","binary"
2025,"anon92","male",41,"english","No","XY_Z","XY","Z","catele","dog","wrong","im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.","","binary"
2026,"anon92","male",41,"english","No","X_XandY","X","XandY","cat","catandele","wrong","im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.","","binary"
2027,"anon92","male",41,"english","No","X_Z","X","Z","dog","cat","wrong","im not sure exactly, but i was definitely unsure how to answer the OR statements when it should have been AND. i decided that he was essentially right, because both animals were present, but i maybe could have gone the other way? i am definitely going to research logical conjunction later.","","binary"
